29	111
104	128
3	16
98	159
46	151
68	98
57	72
65	73
97	105
66	161
17	98
33	70
103	110
12	176
171	176
9	176
107	172
58	62
9	98
62	82
107	160
57	73
8	178
69	145
67	122
16	20
54	116
128	156
69	106
65	148
54	156
122	154
103	151
28	30
24	35
173	180
15	136
43	88
145	151
93	141
65	146
104	111
111	129
23	129
60	180
2	180
21	111
66	94
65	104
28	169
9	129
3	80
55	125
1	108
65	171
62	94
83	171
28	171
85	152
55	151
28	73
23	134
50	98
2	5
40	54
53	62
62	109
23	98
43	55
98	181
171	183
8	60
122	171
86	98
55	77
129	159
16	133
151	176
23	28
36	152
54	111
103	178
54	136
28	77
13	55
28	185
111	176
42	111
139	161
157	171
70	148
60	111
98	183
30	151
103	170
7	173
27	176
129	154
69	107
77	122
56	176
54	97
85	136
58	60
98	139
6	38
28	148
5	98
54	127
3	129
122	183
98	140
56	66
56	83
83	97
2	98
21	72
70	183
24	77
69	109
46	161
129	169
76	104
129	180
105	108
90	108
21	43
15	43
127	181
62	83
71	77
28	180
52	141
98	175
54	70
54	77
24	83
98	104
16	66
65	107
51	88
102	171
72	129
9	17
84	98
20	151
12	122
125	129
63	129
17	45
69	135
17	128
127	175
6	98
139	141
73	98
8	115
12	103
129	173
21	143
54	98
157	176
122	182
65	151
56	105
8	40
111	160
84	141
3	168
129	160
24	105
54	101
21	106
46	173
58	151
77	94
41	54
7	128
98	114
28	146
54	88
7	98
103	111
94	123
16	128
0	98
28	143
12	127
45	81
12	70
3	83
15	128
46	136
28	85
21	128
50	62
3	24
63	98
66	98
28	54
12	111
57	156
136	160
1	28
9	151
12	128
21	141
28	46
46	57
65	147
44	94
36	103
43	151
8	98
99	141
66	103
38	126
98	180
41	98
17	147
106	148
54	62
18	98
129	141
98	124
94	105
6	158
24	81
65	112
43	111
8	111
111	141
31	70
28	103
3	7
37	136
128	178
32	48
8	152
104	129
18	44
9	65
92	171
2	103
52	63
98	122
28	106
58	111
40	73
14	98
127	160
33	44
98	149
111	159
19	104
69	129
17	106
111	167
13	97
60	178
71	114
44	66
21	38
23	58
45	136
122	153
57	104
53	104
16	54
69	105
136	154
98	166
38	136
58	63
82	98
98	182
93	140
3	75
2	53
46	54
58	180
55	134
21	167
38	111
56	171
17	77
40	171
21	93
46	104
66	71
60	154
2	129
44	96
62	129
54	151
54	103
43	71
122	166
39	141
60	129
17	54
73	157
7	141
73	176
28	151
30	103
23	111
131	173
54	180
21	168
69	87
98	111
9	68
151	161
16	81
55	57
44	86
54	175
111	178
129	145
36	180
178	183
141	163
20	94
11	94
81	98
2	58
38	122
106	126
28	156
98	184
93	111
48	173
2	136
57	161
23	175
94	166
61	104
103	129
23	136
98	160
58	171
54	105
24	86
23	152
17	86
98	153
58	69
3	82
28	115
17	28
27	152
54	93
77	111
106	167
104	156
8	27
21	69
104	120
55	73
11	56
54	172
86	88
58	114
8	151
76	98
106	118
103	122
15	38
98	156
97	171
17	23
12	98
122	184
65	141
106	111
3	67
65	78
54	118
88	136
66	97
42	97
111	171
56	114
173	174
107	136
105	151
54	56
108	169
17	18
129	183
57	62
93	129
20	98
103	105
54	108
44	67
17	178
23	180
24	183
46	128
21	66
54	141
64	129
28	43
19	171
89	98
40	178
19	62
10	98
18	57
68	173
176	180
17	176
104	109
8	12
58	178
55	87
2	54
55	128
28	182
3	76
8	94
46	122
65	176
85	180
81	96
77	104
46	103
55	127
17	57
21	62
58	93
28	38
36	58
94	142
17	29
136	147
97	153
86	177
8	160
28	57
15	69
3	40
33	58
104	113
21	103
92	98
86	129
122	167
8	175
8	56
6	178
88	104
63	163
24	30
24	146
32	103
57	66
17	103
24	176
17	105
9	28
12	171
98	134
40	128
27	141
104	151
23	151
86	111
8	16
62	88
58	86
57	136
38	109
106	176
71	104
54	148
63	119
105	183
77	103
34	161
106	122
98	120
82	97
65	77
95	122
142	151
103	136
109	151
129	184
122	129
3	15
17	73
57	128
55	154
29	151
53	69
58	77
58	108
24	142
83	86
15	151
67	183
45	88
65	93
69	83
127	180
87	111
93	106
98	164
122	128
40	98
7	32
2	175
3	111
93	178
3	81
28	104
15	180
60	73
8	177
3	17
6	154
56	151
65	81
54	94
45	46
69	97
151	178
44	62
129	135
55	60
73	136
88	114
44	69
46	69
77	176
108	184
128	142
28	178
28	69
94	119
56	153
29	54
44	146
128	129
56	73
54	142
98	178
107	111
141	172
98	137
108	128
122	142
63	116
73	103
2	55
103	169
39	98
97	114
2	28
54	166
15	98
94	183
2	109
28	108
98	136
6	28
54	95
54	143
9	12
107	139
62	65
44	128
23	60
3	44
78	98
108	152
126	151
3	27
77	151
57	171
128	160
54	153
24	128
40	111
98	174
74	98
44	111
17	32
65	69
56	62
54	107
104	123
59	108
86	97
63	103
55	135
56	111
3	123
54	182
54	167
104	168
8	73
12	56
98	147
8	128
37	98
63	111
12	161
46	106
44	98
11	98
12	104
12	180
104	161
28	133
41	136
98	168
93	108
109	128
8	71
38	182
60	104
69	154
70	178
71	146
52	93
17	160
54	81
56	91
32	111
40	62
15	111
9	55
66	178
98	176
130	141
107	130
122	178
60	147
80	98
6	126
28	141
60	98
98	144
71	171
41	151
103	182
28	150
24	54
67	136
98	109
32	65
111	122
38	80
108	127
7	151
71	151
58	136
55	171
85	98
73	178
105	175
54	114
65	173
77	106
108	172
98	127
56	178
58	175
16	73
7	184
3	21
72	128
28	160
73	94
28	41
8	129
105	111
19	128
81	122
27	54
108	141
16	105
44	171
21	57
17	127
9	152
28	86
33	94
8	141
62	122
129	182
111	173
86	103
40	104
96	161
8	171
98	154
24	180
25	98
128	157
62	98
98	105
55	85
28	175
9	54
55	180
16	31
129	161
54	171
104	178
19	114
109	161
94	182
9	32
69	102
83	111
60	136
54	104
65	154
30	129
54	84
20	54
28	111
34	54
56	183
98	167
20	129
35	98
67	98
57	81
21	54
3	19
9	45
9	136
55	104
55	136
57	142
24	91
106	171
72	111
54	183
5	55
9	175
98	135
2	48
28	62
12	40
57	86
75	104
106	184
103	107
129	178
60	128
49	98
17	38
107	151
12	17
46	98
54	122
128	141
24	104
98	172
43	58
6	151
58	104
17	55
106	178
17	24
38	180
24	153
3	55
65	85
3	98
58	106
31	98
44	104
30	111
8	17
75	93
118	161
156	171
8	77
42	104
16	114
7	9
17	104
17	171
2	65
54	96
141	176
65	115
17	46
33	98
151	154
28	134
3	71
152	161
46	129
151	160
21	154
20	111
46	94
57	122
81	161
23	69
38	154
3	88
28	112
54	57
122	149
47	136
54	109
3	151
32	55
111	182
3	65
40	42
50	70
171	178
58	105
98	133
126	132
40	148
44	136
103	157
62	102
95	98
3	42
103	145
32	69
104	183
105	173
57	98
7	104
55	141
16	104
32	68
13	106
6	147
173	175
28	33
52	107
86	157
7	171
28	135
30	54
88	128
65	157
3	157
86	94
29	98
63	108
40	141
55	62
152	160
54	73
56	148
8	170
62	106
46	56
11	28
127	136
46	171
60	62
98	142
21	182
58	107
85	151
109	127
128	151
65	136
31	54
81	97
98	108
24	73
28	145
81	126
24	62
27	77
3	50
98	138
151	183
91	94
57	139
15	30
3	117
98	131
111	157
37	111
45	111
3	57
56	84
8	182
28	63
30	106
41	152
21	148
65	182
3	183
55	69
103	127
38	58
62	71
127	152
54	129
16	80
151	182
54	58
108	115
8	110
46	73
3	54
28	154
6	12
8	156
106	161
73	160
71	105
67	178
3	46
73	122
15	105
8	28
65	82
4	54
58	98
3	109
46	60
43	57
24	67
24	111
32	134
20	28
79	111
46	111
94	128
72	151
93	98
32	151
16	171
56	95
141	171
28	60
136	173
7	154
55	179
56	77
154	178
73	111
86	106
94	104
46	88
28	122
54	80
72	184
104	106
21	171
72	108
161	183
111	148
3	28
88	171
94	178
47	111
129	136
58	128
10	54
161	178
69	98
103	108
73	141
8	66
98	103
19	69
28	125
77	98
28	138
8	78
8	106
65	135
136	178
86	159
28	128
129	151
24	171
32	46
30	98
108	125
44	183
56	136
33	141
54	67
97	119
18	28
17	141
129	171
65	168
106	151
106	128
16	62
107	108
30	180
38	56
11	24
65	156
108	176
56	128
65	137
8	54
38	178
42	54
86	160
55	107
28	147
171	180
83	104
108	139
45	98
98	145
9	180
105	122
3	56
66	88
83	94
20	69
93	151
27	93
104	122
104	180
8	157
60	105
27	128
141	151
69	142
13	129
60	171
111	156
108	160
28	149
32	136
106	129
104	157
3	94
109	173
16	86
3	161
60	108
54	74
67	151
53	98
94	136
141	164
62	161
66	136
46	58
65	66
108	116
38	108
67	88
43	98
9	105
2	60
69	71
160	171
3	61
36	108
14	28
7	73
58	103
17	183
72	105
65	98
88	148
7	69
57	65
15	104
103	171
93	136
69	136
98	150
3	72
97	107
71	73
16	67
128	176
18	141
55	156
96	160
107	129
28	144
54	184
3	120
38	88
111	147
86	161
20	173
54	155
54	128
54	86
56	180
2	17
75	141
3	106
54	176
19	105
17	129
69	167
32	129
108	145
98	148
81	128
17	85
46	67
26	98
3	12
58	146
33	54
2	174
98	126
90	141
151	156
106	146
31	55
54	117
28	159
